id,value,cat
1665,832.5,b
1666,833.0,a
1667,833.5,b
1668,834.0,a
1669,834.5,b
1670,835.0,a
1671,835.5,b
1672,836.0,a
1673,836.5,b
1674,837.0,a
1675,837.5,b
1676,838.0,a
1677,838.5,b
1678,839.0,a
1679,839.5,b
1680,840.0,a
1681,840.5,b
1682,841.0,a
1683,841.5,b
1684,842.0,a
1685,842.5,b
1686,843.0,a
1687,843.5,b
1688,844.0,a
1689,844.5,b
1690,845.0,a
1691,845.5,b
1692,846.0,a
1693,846.5,b
1694,847.0,a
1695,847.5,b
1696,848.0,a
1697,848.5,b
1698,849.0,a
1699,849.5,b
1700,850.0,a
1701,850.5,b
1702,851.0,a
1703,851.5,b
1704,852.0,a
1705,852.5,b
1706,853.0,a
1707,853.5,b
1708,854.0,a
1709,854.5,b
1710,855.0,a
1711,855.5,b
1712,856.0,a
1713,856.5,b
1714,857.0,a
1715,857.5,b
1716,858.0,a
1717,858.5,b
1718,859.0,a
1719,859.5,b
1720,860.0,a
1721,860.5,b
1722,861.0,a
1723,861.5,b
1724,862.0,a
1725,862.5,b
1726,863.0,a
1727,863.5,b
1728,864.0,a
1729,864.5,b
1730,865.0,a
1731,865.5,b
1732,866.0,a
1733,866.5,b
1734,867.0,a
1735,867.5,b
1736,868.0,a
1737,868.5,b
1738,869.0,a
1739,869.5,b
1740,870.0,a
1741,870.5,b
1742,871.0,a
1743,871.5,b
1744,872.0,a
1745,872.5,b
1746,873.0,a
1747,873.5,b
1748,874.0,a
1749,874.5,b
1750,875.0,a
1751,875.5,b
1752,876.0,a
1753,876.5,b
1754,877.0,a
1755,877.5,b
1756,878.0,a
1757,878.5,b
1758,879.0,a
1759,879.5,b
1760,880.0,a
1761,880.5,b
1762,881.0,a
1763,881.5,b
1764,882.0,a
1765,882.5,b
1766,883.0,a
1767,883.5,b
1768,884.0,a
1769,884.5,b
1770,885.0,a
1771,885.5,b
1772,886.0,a
1773,886.5,b
1774,887.0,a
1775,887.5,b
1776,888.0,a
1777,888.5,b
1778,889.0,a
1779,889.5,b
1780,890.0,a
1781,890.5,b
1782,891.0,a
1783,891.5,b
1784,892.0,a
1785,892.5,b
1786,893.0,a
1787,893.5,b
1788,894.0,a
1789,894.5,b
1790,895.0,a
1791,895.5,b
1792,896.0,a
1793,896.5,b
1794,897.0,a
1795,897.5,b
1796,898.0,a
1797,898.5,b
1798,899.0,a
1799,899.5,b
1800,900.0,a
1801,900.5,b
1802,901.0,a
1803,901.5,b
1804,902.0,a
1805,902.5,b
1806,903.0,a
1807,903.5,b
1808,904.0,a
1809,904.5,b
1810,905.0,a
1811,905.5,b
1812,906.0,a
1813,906.5,b
1814,907.0,a
1815,907.5,b
1816,908.0,a
1817,908.5,b
1818,909.0,a
1819,909.5,b
1820,910.0,a
1821,910.5,b
1822,911.0,a
1823,911.5,b
1824,912.0,a
1825,912.5,b
1826,913.0,a
1827,913.5,b
1828,914.0,a
1829,914.5,b
1830,915.0,a
1831,915.5,b
1832,916.0,a
1833,916.5,b
1834,917.0,a
1835,917.5,b
1836,918.0,a
1837,918.5,b
1838,919.0,a
1839,919.5,b
1840,920.0,a
1841,920.5,b
1842,921.0,a
1843,921.5,b
1844,922.0,a
1845,922.5,b
1846,923.0,a
1847,923.5,b
1848,924.0,a
1849,924.5,b
1850,925.0,a
1851,925.5,b
1852,926.0,a
1853,926.5,b
1854,927.0,a
1855,927.5,b
1856,928.0,a
1857,928.5,b
1858,929.0,a
1859,929.5,b
1860,930.0,a
1861,930.5,b
1862,931.0,a
1863,931.5,b
1864,932.0,a
1865,932.5,b
1866,933.0,a
1867,933.5,b
1868,934.0,a
1869,934.5,b
1870,935.0,a
1871,935.5,b
1872,936.0,a
1873,936.5,b
1874,937.0,a
1875,937.5,b
1876,938.0,a
1877,938.5,b
1878,939.0,a
1879,939.5,b
1880,940.0,a
1881,940.5,b
1882,941.0,a
1883,941.5,b
1884,942.0,a
1885,942.5,b
1886,943.0,a
1887,943.5,b
1888,944.0,a
1889,944.5,b
1890,945.0,a
1891,945.5,b
1892,946.0,a
1893,946.5,b
1894,947.0,a
1895,947.5,b
1896,948.0,a
1897,948.5,b
1898,949.0,a
1899,949.5,b
1900,950.0,a
1901,950.5,b
1902,951.0,a
1903,951.5,b
1904,952.0,a
1905,952.5,b
1906,953.0,a
1907,953.5,b
1908,954.0,a
1909,954.5,b
1910,955.0,a
1911,955.5,b
1912,956.0,a
1913,956.5,b
1914,957.0,a
1915,957.5,b
1916,958.0,a
1917,958.5,b
1918,959.0,a
1919,959.5,b
1920,960.0,a
1921,960.5,b
1922,961.0,a
1923,961.5,b
1924,962.0,a
1925,962.5,b
1926,963.0,a
1927,963.5,b
1928,964.0,a
1929,964.5,b
1930,965.0,a
1931,965.5,b
1932,966.0,a
1933,966.5,b
1934,967.0,a
1935,967.5,b
1936,968.0,a
1937,968.5,b
1938,969.0,a
1939,969.5,b
1940,970.0,a
1941,970.5,b
1942,971.0,a
1943,971.5,b
1944,972.0,a
1945,972.5,b
1946,973.0,a
1947,973.5,b
1948,974.0,a
1949,974.5,b
1950,975.0,a
1951,975.5,b
1952,976.0,a
1953,976.5,b
1954,977.0,a
1955,977.5,b
1956,978.0,a
1957,978.5,b
1958,979.0,a
1959,979.5,b
1960,980.0,a
1961,980.5,b
1962,981.0,a
1963,981.5,b
1964,982.0,a
1965,982.5,b
1966,983.0,a
1967,983.5,b
1968,984.0,a
1969,984.5,b
1970,985.0,a
1971,985.5,b
1972,986.0,a
1973,986.5,b
1974,987.0,a
1975,987.5,b
1976,988.0,a
1977,988.5,b
1978,989.0,a
1979,989.5,b
1980,990.0,a
1981,990.5,b
1982,991.0,a
1983,991.5,b
1984,992.0,a
1985,992.5,b
1986,993.0,a
1987,993.5,b
1988,994.0,a
1989,994.5,b
1990,995.0,a
1991,995.5,b
1992,996.0,a
1993,996.5,b
1994,997.0,a
1995,997.5,b
1996,998.0,a
1997,998.5,b
1998,999.0,a
1999,999.5,b
2000,1000.0,a
2001,1000.5,b
2002,1001.0,a
2003,1001.5,b
2004,1002.0,a
2005,1002.5,b
2006,1003.0,a
2007,1003.5,b
2008,1004.0,a
2009,1004.5,b
2010,1005.0,a
2011,1005.5,b
2012,1006.0,a
2013,1006.5,b
2014,1007.0,a
2015,1007.5,b
2016,1008.0,a
2017,1008.5,b
2018,1009.0,a
2019,1009.5,b
2020,1010.0,a
2021,1010.5,b
2022,1011.0,a
2023,1011.5,b
2024,1012.0,a
2025,1012.5,b
2026,1013.0,a
2027,1013.5,b
2028,1014.0,a
2029,1014.5,b
2030,1015.0,a
2031,1015.5,b
2032,1016.0,a
2033,1016.5,b
2034,1017.0,a
2035,1017.5,b
2036,1018.0,a
2037,1018.5,b
2038,1019.0,a
2039,1019.5,b
2040,1020.0,a
2041,1020.5,b
2042,1021.0,a
2043,1021.5,b
2044,1022.0,a
2045,1022.5,b
2046,1023.0,a
2047,1023.5,b
2048,1024.0,a
2049,1024.5,b
2050,1025.0,a
2051,1025.5,b
2052,1026.0,a
2053,1026.5,b
2054,1027.0,a
2055,1027.5,b
2056,1028.0,a
2057,1028.5,b
2058,1029.0,a
2059,1029.5,b
2060,1030.0,a
2061,1030.5,b
2062,1031.0,a
2063,1031.5,b
2064,1032.0,a
2065,1032.5,b
2066,1033.0,a
2067,1033.5,b
2068,1034.0,a
2069,1034.5,b
2070,1035.0,a
2071,1035.5,b
2072,1036.0,a
2073,1036.5,b
2074,1037.0,a
2075,1037.5,b
2076,1038.0,a
2077,1038.5,b
2078,1039.0,a
2079,1039.5,b
2080,1040.0,a
2081,1040.5,b
2082,1041.0,a
2083,1041.5,b
2084,1042.0,a
2085,1042.5,b
2086,1043.0,a
2087,1043.5,b
2088,1044.0,a
2089,1044.5,b
2090,1045.0,a
2091,1045.5,b
2092,1046.0,a
2093,1046.5,b
2094,1047.0,a
2095,1047.5,b
2096,1048.0,a
2097,1048.5,b
2098,1049.0,a
2099,1049.5,b
2100,1050.0,a
2101,1050.5,b
2102,1051.0,a
2103,1051.5,b
2104,1052.0,a
2105,1052.5,b
2106,1053.0,a
2107,1053.5,b
2108,1054.0,a
2109,1054.5,b
2110,1055.0,a
2111,1055.5,b
2112,1056.0,a
2113,1056.5,b
2114,1057.0,a
2115,1057.5,b
2116,1058.0,a
2117,1058.5,b
2118,1059.0,a
2119,1059.5,b
2120,1060.0,a
2121,1060.5,b
2122,1061.0,a
2123,1061.5,b
2124,1062.0,a
2125,1062.5,b
2126,1063.0,a
2127,1063.5,b
2128,1064.0,a
2129,1064.5,b
2130,1065.0,a
2131,1065.5,b
2132,1066.0,a
2133,1066.5,b
2134,1067.0,a
2135,1067.5,b
2136,1068.0,a
2137,1068.5,b
2138,1069.0,a
2139,1069.5,b
2140,1070.0,a
2141,1070.5,b
2142,1071.0,a
2143,1071.5,b
2144,1072.0,a
2145,1072.5,b
2146,1073.0,a
2147,1073.5,b
2148,1074.0,a
2149,1074.5,b
2150,1075.0,a
2151,1075.5,b
2152,1076.0,a
2153,1076.5,b
2154,1077.0,a
2155,1077.5,b
2156,1078.0,a
2157,1078.5,b
2158,1079.0,a
2159,1079.5,b
2160,1080.0,a
2161,1080.5,b
2162,1081.0,a
2163,1081.5,b
2164,1082.0,a
2165,1082.5,b
2166,1083.0,a
2167,1083.5,b
2168,1084.0,a
2169,1084.5,b
2170,1085.0,a
2171,1085.5,b
2172,1086.0,a
2173,1086.5,b
2174,1087.0,a
2175,1087.5,b
2176,1088.0,a
2177,1088.5,b
2178,1089.0,a
2179,1089.5,b
2180,1090.0,a
2181,1090.5,b
2182,1091.0,a
2183,1091.5,b
2184,1092.0,a
2185,1092.5,b
2186,1093.0,a
2187,1093.5,b
2188,1094.0,a
2189,1094.5,b
2190,1095.0,a
2191,1095.5,b
2192,1096.0,a
2193,1096.5,b
2194,1097.0,a
2195,1097.5,b
2196,1098.0,a
2197,1098.5,b
2198,1099.0,a
2199,1099.5,b
2200,1100.0,a
2201,1100.5,b
2202,1101.0,a
2203,1101.5,b
2204,1102.0,a
2205,1102.5,b
2206,1103.0,a
2207,1103.5,b
2208,1104.0,a
2209,1104.5,b
2210,1105.0,a
2211,1105.5,b
2212,1106.0,a
2213,1106.5,b
2214,1107.0,a
2215,1107.5,b
2216,1108.0,a
2217,1108.5,b
2218,1109.0,a
2219,1109.5,b
2220,1110.0,a
2221,1110.5,b
2222,1111.0,a
2223,1111.5,b
2224,1112.0,a
2225,1112.5,b
2226,1113.0,a
2227,1113.5,b
2228,1114.0,a
2229,1114.5,b
2230,1115.0,a
2231,1115.5,b
2232,1116.0,a
2233,1116.5,b
2234,1117.0,a
2235,1117.5,b
2236,1118.0,a
2237,1118.5,b
2238,1119.0,a
2239,1119.5,b
2240,1120.0,a
2241,1120.5,b
2242,1121.0,a
2243,1121.5,b
2244,1122.0,a
2245,1122.5,b
2246,1123.0,a
2247,1123.5,b
2248,1124.0,a
2249,1124.5,b
2250,1125.0,a
2251,1125.5,b
2252,1126.0,a
2253,1126.5,b
2254,1127.0,a
2255,1127.5,b
2256,1128.0,a
2257,1128.5,b
2258,1129.0,a
2259,1129.5,b
2260,1130.0,a
2261,1130.5,b
2262,1131.0,a
2263,1131.5,b
2264,1132.0,a
2265,1132.5,b
2266,1133.0,a
2267,1133.5,b
2268,1134.0,a
2269,1134.5,b
2270,1135.0,a
2271,1135.5,b
2272,1136.0,a
2273,1136.5,b
2274,1137.0,a
2275,1137.5,b
2276,1138.0,a
2277,1138.5,b
2278,1139.0,a
2279,1139.5,b
2280,1140.0,a
2281,1140.5,b
2282,1141.0,a
2283,1141.5,b
2284,1142.0,a
2285,1142.5,b
2286,1143.0,a
2287,1143.5,b
2288,1144.0,a
2289,1144.5,b
2290,1145.0,a
2291,1145.5,b
2292,1146.0,a
2293,1146.5,b
2294,1147.0,a
2295,1147.5,b
2296,1148.0,a
2297,1148.5,b
2298,1149.0,a
2299,1149.5,b
2300,1150.0,a
2301,1150.5,b
2302,1151.0,a
2303,1151.5,b
2304,1152.0,a
2305,1152.5,b
2306,1153.0,a
2307,1153.5,b
2308,1154.0,a
2309,1154.5,b
2310,1155.0,a
2311,1155.5,b
2312,1156.0,a
2313,1156.5,b
2314,1157.0,a
2315,1157.5,b
2316,1158.0,a
2317,1158.5,b
2318,1159.0,a
2319,1159.5,b
2320,1160.0,a
2321,1160.5,b
2322,1161.0,a
2323,1161.5,b
2324,1162.0,a
2325,1162.5,b
2326,1163.0,a
2327,1163.5,b
2328,1164.0,a
2329,1164.5,b
2330,1165.0,a
2331,1165.5,b
2332,1166.0,a
2333,1166.5,b
2334,1167.0,a
2335,1167.5,b
2336,1168.0,a
2337,1168.5,b
2338,1169.0,a
2339,1169.5,b
2340,1170.0,a
2341,1170.5,b
2342,1171.0,a
2343,1171.5,b
2344,1172.0,a
2345,1172.5,b
2346,1173.0,a
2347,1173.5,b
2348,1174.0,a
2349,1174.5,b
2350,1175.0,a
2351,1175.5,b
2352,1176.0,a
2353,1176.5,b
2354,1177.0,a
2355,1177.5,b
2356,1178.0,a
2357,1178.5,b
2358,1179.0,a
2359,1179.5,b
2360,1180.0,a
2361,1180.5,b
2362,1181.0,a
2363,1181.5,b
2364,1182.0,a
2365,1182.5,b
2366,1183.0,a
2367,1183.5,b
2368,1184.0,a
2369,1184.5,b
2370,1185.0,a
2371,1185.5,b
2372,1186.0,a
2373,1186.5,b
2374,1187.0,a
2375,1187.5,b
2376,1188.0,a
2377,1188.5,b
2378,1189.0,a
2379,1189.5,b
2380,1190.0,a
2381,1190.5,b
2382,1191.0,a
2383,1191.5,b
2384,1192.0,a
2385,1192.5,b
2386,1193.0,a
2387,1193.5,b
2388,1194.0,a
2389,1194.5,b
2390,1195.0,a
2391,1195.5,b
2392,1196.0,a
2393,1196.5,b
2394,1197.0,a
2395,1197.5,b
2396,1198.0,a
2397,1198.5,b
2398,1199.0,a
2399,1199.5,b
2400,1200.0,a
2401,1200.5,b
2402,1201.0,a
2403,1201.5,b
2404,1202.0,a
2405,1202.5,b
2406,1203.0,a
2407,1203.5,b
2408,1204.0,a
2409,1204.5,b
2410,1205.0,a
2411,1205.5,b
2412,1206.0,a
2413,1206.5,b
2414,1207.0,a
2415,1207.5,b
2416,1208.0,a
2417,1208.5,b
2418,1209.0,a
2419,1209.5,b
2420,1210.0,a
2421,1210.5,b
2422,1211.0,a
2423,1211.5,b
2424,1212.0,a
2425,1212.5,b
2426,1213.0,a
2427,1213.5,b
2428,1214.0,a
2429,1214.5,b
2430,1215.0,a
2431,1215.5,b
2432,1216.0,a
2433,1216.5,b
2434,1217.0,a
2435,1217.5,b
2436,1218.0,a
2437,1218.5,b
2438,1219.0,a
2439,1219.5,b
2440,1220.0,a
2441,1220.5,b
2442,1221.0,a
2443,1221.5,b
2444,1222.0,a
2445,1222.5,b
2446,1223.0,a
2447,1223.5,b
2448,1224.0,a
2449,1224.5,b
2450,1225.0,a
2451,1225.5,b
2452,1226.0,a
2453,1226.5,b
2454,1227.0,a
2455,1227.5,b
2456,1228.0,a
2457,1228.5,b
2458,1229.0,a
2459,1229.5,b
2460,1230.0,a
2461,1230.5,b
2462,1231.0,a
2463,1231.5,b
2464,1232.0,a
2465,1232.5,b
2466,1233.0,a
2467,1233.5,b
2468,1234.0,a
2469,1234.5,b
2470,1235.0,a
2471,1235.5,b
2472,1236.0,a
2473,1236.5,b
2474,1237.0,a
2475,1237.5,b
2476,1238.0,a
2477,1238.5,b
2478,1239.0,a
2479,1239.5,b
2480,1240.0,a
2481,1240.5,b
2482,1241.0,a
2483,1241.5,b
2484,1242.0,a
2485,1242.5,b
2486,1243.0,a
2487,1243.5,b
2488,1244.0,a
2489,1244.5,b
2490,1245.0,a
2491,1245.5,b
2492,1246.0,a
2493,1246.5,b
2494,1247.0,a
2495,1247.5,b
2496,1248.0,a
2497,1248.5,b
2498,1249.0,a
2499,1249.5,b
2500,1250.0,a
2501,1250.5,b
2502,1251.0,a
2503,1251.5,b
2504,1252.0,a
2505,1252.5,b
2506,1253.0,a
2507,1253.5,b
2508,1254.0,a
2509,1254.5,b
2510,1255.0,a
2511,1255.5,b
2512,1256.0,a
2513,1256.5,b
2514,1257.0,a
2515,1257.5,b
2516,1258.0,a
2517,1258.5,b
2518,1259.0,a
2519,1259.5,b
2520,1260.0,a
2521,1260.5,b
2522,1261.0,a
2523,1261.5,b
2524,1262.0,a
2525,1262.5,b
2526,1263.0,a
2527,1263.5,b
2528,1264.0,a
2529,1264.5,b
2530,1265.0,a
2531,1265.5,b
2532,1266.0,a
2533,1266.5,b
2534,1267.0,a
2535,1267.5,b
2536,1268.0,a
2537,1268.5,b
2538,1269.0,a
2539,1269.5,b
2540,1270.0,a
2541,1270.5,b
2542,1271.0,a
2543,1271.5,b
2544,1272.0,a
2545,1272.5,b
2546,1273.0,a
2547,1273.5,b
2548,1274.0,a
2549,1274.5,b
2550,1275.0,a
2551,1275.5,b
2552,1276.0,a
2553,1276.5,b
2554,1277.0,a
2555,1277.5,b
2556,1278.0,a
2557,1278.5,b
2558,1279.0,a
2559,1279.5,b
2560,1280.0,a
2561,1280.5,b
2562,1281.0,a
2563,1281.5,b
2564,1282.0,a
2565,1282.5,b
2566,1283.0,a
2567,1283.5,b
2568,1284.0,a
2569,1284.5,b
2570,1285.0,a
2571,1285.5,b
2572,1286.0,a
2573,1286.5,b
2574,1287.0,a
2575,1287.5,b
2576,1288.0,a
2577,1288.5,b
2578,1289.0,a
2579,1289.5,b
2580,1290.0,a
2581,1290.5,b
2582,1291.0,a
2583,1291.5,b
2584,1292.0,a
2585,1292.5,b
2586,1293.0,a
2587,1293.5,b
2588,1294.0,a
2589,1294.5,b
2590,1295.0,a
2591,1295.5,b
2592,1296.0,a
2593,1296.5,b
2594,1297.0,a
2595,1297.5,b
2596,1298.0,a
2597,1298.5,b
2598,1299.0,a
2599,1299.5,b
2600,1300.0,a
2601,1300.5,b
2602,1301.0,a
2603,1301.5,b
2604,1302.0,a
2605,1302.5,b
2606,1303.0,a
2607,1303.5,b
2608,1304.0,a
2609,1304.5,b
2610,1305.0,a
2611,1305.5,b
2612,1306.0,a
2613,1306.5,b
2614,1307.0,a
2615,1307.5,b
2616,1308.0,a
2617,1308.5,b
2618,1309.0,a
2619,1309.5,b
2620,1310.0,a
2621,1310.5,b
2622,1311.0,a
2623,1311.5,b
2624,1312.0,a
2625,1312.5,b
2626,1313.0,a
2627,1313.5,b
2628,1314.0,a
2629,1314.5,b
2630,1315.0,a
2631,1315.5,b
2632,1316.0,a
2633,1316.5,b
2634,1317.0,a
2635,1317.5,b
2636,1318.0,a
2637,1318.5,b
2638,1319.0,a
2639,1319.5,b
2640,1320.0,a
2641,1320.5,b
2642,1321.0,a
2643,1321.5,b
2644,1322.0,a
2645,1322.5,b
2646,1323.0,a
2647,1323.5,b
2648,1324.0,a
2649,1324.5,b
2650,1325.0,a
2651,1325.5,b
2652,1326.0,a
2653,1326.5,b
2654,1327.0,a
2655,1327.5,b
2656,1328.0,a
2657,1328.5,b
2658,1329.0,a
2659,1329.5,b
2660,1330.0,a
2661,1330.5,b
2662,1331.0,a
2663,1331.5,b
2664,1332.0,a
2665,1332.5,b
2666,1333.0,a
2667,1333.5,b
2668,1334.0,a
2669,1334.5,b
2670,1335.0,a
2671,1335.5,b
2672,1336.0,a
2673,1336.5,b
2674,1337.0,a
2675,1337.5,b
2676,1338.0,a
2677,1338.5,b
2678,1339.0,a
2679,1339.5,b
2680,1340.0,a
2681,1340.5,b
2682,1341.0,a
2683,1341.5,b
2684,1342.0,a
2685,1342.5,b
2686,1343.0,a
2687,1343.5,b
2688,1344.0,a
2689,1344.5,b
2690,1345.0,a
2691,1345.5,b
2692,1346.0,a
2693,1346.5,b
2694,1347.0,a
2695,1347.5,b
2696,1348.0,a
2697,1348.5,b
2698,1349.0,a
2699,1349.5,b
2700,1350.0,a
2701,1350.5,b
2702,1351.0,a
2703,1351.5,b
2704,1352.0,a
2705,1352.5,b
2706,1353.0,a
2707,1353.5,b
2708,1354.0,a
2709,1354.5,b
2710,1355.0,a
2711,1355.5,b
2712,1356.0,a
2713,1356.5,b
2714,1357.0,a
2715,1357.5,b
2716,1358.0,a
2717,1358.5,b
2718,1359.0,a
2719,1359.5,b
2720,1360.0,a
2721,1360.5,b
2722,1361.0,a
2723,1361.5,b
2724,1362.0,a
2725,1362.5,b
2726,1363.0,a
2727,1363.5,b
2728,1364.0,a
2729,1364.5,b
2730,1365.0,a
2731,1365.5,b
2732,1366.0,a
2733,1366.5,b
2734,1367.0,a
2735,1367.5,b
2736,1368.0,a
2737,1368.5,b
2738,1369.0,a
2739,1369.5,b
2740,1370.0,a
2741,1370.5,b
2742,1371.0,a
2743,1371.5,b
2744,1372.0,a
2745,1372.5,b
2746,1373.0,a
2747,1373.5,b
2748,1374.0,a
2749,1374.5,b
2750,1375.0,a
2751,1375.5,b
2752,1376.0,a
2753,1376.5,b
2754,1377.0,a
2755,1377.5,b
2756,1378.0,a
2757,1378.5,b
2758,1379.0,a
2759,1379.5,b
2760,1380.0,a
2761,1380.5,b
2762,1381.0,a
2763,1381.5,b
2764,1382.0,a
2765,1382.5,b
2766,1383.0,a
2767,1383.5,b
2768,1384.0,a
2769,1384.5,b
2770,1385.0,a
2771,1385.5,b
2772,1386.0,a
2773,1386.5,b
2774,1387.0,a
2775,1387.5,b
2776,1388.0,a
2777,1388.5,b
2778,1389.0,a
2779,1389.5,b
2780,1390.0,a
2781,1390.5,b
2782,1391.0,a
2783,1391.5,b
2784,1392.0,a
2785,1392.5,b
2786,1393.0,a
2787,1393.5,b
2788,1394.0,a
2789,1394.5,b
2790,1395.0,a
2791,1395.5,b
2792,1396.0,a
2793,1396.5,b
2794,1397.0,a
2795,1397.5,b
2796,1398.0,a
2797,1398.5,b
2798,1399.0,a
2799,1399.5,b
2800,1400.0,a
2801,1400.5,b
2802,1401.0,a
2803,1401.5,b
2804,1402.0,a
2805,1402.5,b
2806,1403.0,a
2807,1403.5,b
2808,1404.0,a
2809,1404.5,b
2810,1405.0,a
2811,1405.5,b
2812,1406.0,a
2813,1406.5,b
2814,1407.0,a
2815,1407.5,b
2816,1408.0,a
2817,1408.5,b
2818,1409.0,a
2819,1409.5,b
2820,1410.0,a
2821,1410.5,b
2822,1411.0,a
2823,1411.5,b
2824,1412.0,a
2825,1412.5,b
2826,1413.0,a
2827,1413.5,b
2828,1414.0,a
2829,1414.5,b
2830,1415.0,a
2831,1415.5,b
2832,1416.0,a
2833,1416.5,b
2834,1417.0,a
2835,1417.5,b
2836,1418.0,a
2837,1418.5,b
2838,1419.0,a
2839,1419.5,b
2840,1420.0,a
2841,1420.5,b
2842,1421.0,a
2843,1421.5,b
2844,1422.0,a
2845,1422.5,b
2846,1423.0,a
2847,1423.5,b
2848,1424.0,a
2849,1424.5,b
2850,1425.0,a
2851,1425.5,b
2852,1426.0,a
2853,1426.5,b
2854,1427.0,a
2855,1427.5,b
2856,1428.0,a
2857,1428.5,b
2858,1429.0,a
2859,1429.5,b
2860,1430.0,a
2861,1430.5,b
2862,1431.0,a
2863,1431.5,b
2864,1432.0,a
2865,1432.5,b
2866,1433.0,a
2867,1433.5,b
2868,1434.0,a
2869,1434.5,b
2870,1435.0,a
2871,1435.5,b
2872,1436.0,a
2873,1436.5,b
2874,1437.0,a
2875,1437.5,b
2876,1438.0,a
2877,1438.5,b
2878,1439.0,a
2879,1439.5,b
2880,1440.0,a
2881,1440.5,b
2882,1441.0,a
2883,1441.5,b
2884,1442.0,a
2885,1442.5,b
2886,1443.0,a
2887,1443.5,b
2888,1444.0,a
2889,1444.5,b
2890,1445.0,a
2891,1445.5,b
2892,1446.0,a
2893,1446.5,b
2894,1447.0,a
2895,1447.5,b
2896,1448.0,a
2897,1448.5,b
2898,1449.0,a
2899,1449.5,b
2900,1450.0,a
2901,1450.5,b
2902,1451.0,a
2903,1451.5,b
2904,1452.0,a
2905,1452.5,b
2906,1453.0,a
2907,1453.5,b
2908,1454.0,a
2909,1454.5,b
2910,1455.0,a
2911,1455.5,b
2912,1456.0,a
2913,1456.5,b
2914,1457.0,a
2915,1457.5,b
2916,1458.0,a
2917,1458.5,b
2918,1459.0,a
2919,1459.5,b
2920,1460.0,a
2921,1460.5,b
2922,1461.0,a
2923,1461.5,b
2924,1462.0,a
2925,1462.5,b
2926,1463.0,a
2927,1463.5,b
2928,1464.0,a
2929,1464.5,b
2930,1465.0,a
2931,1465.5,b
2932,1466.0,a
2933,1466.5,b
2934,1467.0,a
2935,1467.5,b
2936,1468.0,a
2937,1468.5,b
2938,1469.0,a
2939,1469.5,b
2940,1470.0,a
2941,1470.5,b
2942,1471.0,a
2943,1471.5,b
2944,1472.0,a
2945,1472.5,b
2946,1473.0,a
2947,1473.5,b
2948,1474.0,a
2949,1474.5,b
2950,1475.0,a
2951,1475.5,b
2952,1476.0,a
2953,1476.5,b
2954,1477.0,a
2955,1477.5,b
2956,1478.0,a
2957,1478.5,b
2958,1479.0,a
2959,1479.5,b
2960,1480.0,a
2961,1480.5,b
2962,1481.0,a
2963,1481.5,b
2964,1482.0,a
2965,1482.5,b
2966,1483.0,a
2967,1483.5,b
2968,1484.0,a
2969,1484.5,b
2970,1485.0,a
2971,1485.5,b
2972,1486.0,a
2973,1486.5,b
2974,1487.0,a
2975,1487.5,b
2976,1488.0,a
2977,1488.5,b
2978,1489.0,a
2979,1489.5,b
2980,1490.0,a
2981,1490.5,b
2982,1491.0,a
2983,1491.5,b
2984,1492.0,a
2985,1492.5,b
2986,1493.0,a
2987,1493.5,b
2988,1494.0,a
2989,1494.5,b
2990,1495.0,a
2991,1495.5,b
2992,1496.0,a
2993,1496.5,b
2994,1497.0,a
2995,1497.5,b
2996,1498.0,a
2997,1498.5,b
2998,1499.0,a
2999,1499.5,b
3000,1500.0,a
3001,1500.5,b
3002,1501.0,a
3003,1501.5,b
3004,1502.0,a
3005,1502.5,b
3006,1503.0,a
3007,1503.5,b
3008,1504.0,a
3009,1504.5,b
3010,1505.0,a
3011,1505.5,b
3012,1506.0,a
3013,1506.5,b
3014,1507.0,a
3015,1507.5,b
3016,1508.0,a
3017,1508.5,b
3018,1509.0,a
3019,1509.5,b
3020,1510.0,a
3021,1510.5,b
3022,1511.0,a
3023,1511.5,b
3024,1512.0,a
3025,1512.5,b
3026,1513.0,a
3027,1513.5,b
3028,1514.0,a
3029,1514.5,b
3030,1515.0,a
3031,1515.5,b
3032,1516.0,a
3033,1516.5,b
3034,1517.0,a
3035,1517.5,b
3036,1518.0,a
3037,1518.5,b
3038,1519.0,a
3039,1519.5,b
3040,1520.0,a
3041,1520.5,b
3042,1521.0,a
3043,1521.5,b
3044,1522.0,a
3045,1522.5,b
3046,1523.0,a
3047,1523.5,b
3048,1524.0,a
3049,1524.5,b
3050,1525.0,a
3051,1525.5,b
3052,1526.0,a
3053,1526.5,b
3054,1527.0,a
3055,1527.5,b
3056,1528.0,a
3057,1528.5,b
3058,1529.0,a
3059,1529.5,b
3060,1530.0,a
3061,1530.5,b
3062,1531.0,a
3063,1531.5,b
3064,1532.0,a
3065,1532.5,b
3066,1533.0,a
3067,1533.5,b
3068,1534.0,a
3069,1534.5,b
3070,1535.0,a
3071,1535.5,b
3072,1536.0,a
3073,1536.5,b
3074,1537.0,a
3075,1537.5,b
3076,1538.0,a
3077,1538.5,b
3078,1539.0,a
3079,1539.5,b
3080,1540.0,a
3081,1540.5,b
3082,1541.0,a
3083,1541.5,b
3084,1542.0,a
3085,1542.5,b
3086,1543.0,a
3087,1543.5,b
3088,1544.0,a
3089,1544.5,b
3090,1545.0,a
3091,1545.5,b
3092,1546.0,a
3093,1546.5,b
3094,1547.0,a
3095,1547.5,b
3096,1548.0,a
